spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_inc_1_material,layer_1_inc_1_shape,layer_1_inc_1_fraction,layer_1_matrix_fraction,layer_2_matrix,layer_2_thickness_nm,layer_2_matrix_shape,layer_2_inc_1_material,layer_2_inc_1_shape,layer_2_inc_1_fraction,layer_2_matrix_fraction,layer_3_matrix,layer_3_thickness_nm,layer_3_matrix_shape,layer_3_matrix_fraction
7,696.6619906753515,0.250240826559295,0.24428181285743808,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,697.0843081217266,0.24951316839584997,0.2442485027297785,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,697.5066148413466,0.24810771856628108,0.24421562166133629,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,697.9289108342114,0.24856035858087064,0.24418332939063458,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,698.3511961003209,0.24836686660086557,0.24415173361076764,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,698.7734706396752,0.2487821978356958,0.24412053975130826,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,699.1957344522745,0.24914756474312524,0.24409054803446395,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,699.6179875381184,0.24871078543622627,0.24406093091641518,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,700.0402298972073,0.24814230754580432,0.24403246285073477,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
7,700.4624615295409,0.24781045253694958,0.24400476661377246,0.00782204290606092,Cu,39.73910626582801,sphere,Cu2O,sphere,0.9229090467670176,0.07709095323298243,Cu2O,1.819884179159999,sphere,CuO,sphere,0.24706679553491995,0.75293320446508,CuO,7.49942894349806,sphere,1.0
