spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_inc_1_material,layer_1_inc_1_shape,layer_1_inc_1_fraction,layer_1_inc_2_material,layer_1_inc_2_shape,layer_1_inc_2_fraction,layer_1_matrix_fraction
36,494.4211205918259,0.08029538461538463,0.06978942526068488,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,494.84854397366837,0.08114949556710487,0.06985783089277965,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,495.2759566287557,0.08126290224650881,0.06992616106895738,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,495.7033585570878,0.08115453998797355,0.06999783040841533,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,496.13074975866476,0.08066805845511482,0.0700708320069554,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,496.55813023348657,0.08090180955206172,0.07014599400532194,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,496.9854999815531,0.08023584905660378,0.07022544301790384,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,497.41285900286454,0.07978978102189781,0.07030482759422921,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,497.84020729742076,0.07895348837209303,0.07039225114776197,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,498.2675448652218,0.07859365994236311,0.07047987794454269,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,498.69487170626763,0.07846109675567041,0.07057352959614961,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,499.1221878205583,0.07806543385490755,0.07067119970501085,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,499.54949320809374,0.07844111832815588,0.07077157081927553,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,499.97678786887406,0.07787353105763851,0.070881101490681,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,500.4040718028992,0.07873544093178036,0.07099061267421246,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,500.8313450101691,0.0780038387715931,0.07110760123712188,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,501.25860749068386,0.07839086708344659,0.07122580703648741,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,501.6858592444434,0.07870759289176091,0.071346127957059,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,502.11310027144776,0.0784837159636946,0.07146865480936086,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,502.540330571697,0.07783554376657825,0.07159171728350368,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,502.967550145191,0.07829697766097242,0.07171862283726019,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,503.3947589919298,0.07781818181818181,0.07184555010351096,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,503.82195711191343,0.07683720930232558,0.07197579963334585,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,504.24914450514194,0.07786173220251864,0.07210717564418433,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,504.6763211716152,0.07842857142857143,0.0722402754515619,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,505.10348711133327,0.07861893881695863,0.0723761596157016,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,505.5306423242962,0.07898708533806027,0.07251214193030898,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,505.95778681050393,0.08012090680100756,0.07265259431267906,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,506.3849205699565,0.07946040469647765,0.07279310568539352,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,506.81204360265383,0.07986111111111112,0.0729365736403616,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,507.239155908596,0.07919469678369752,0.07308172744553193,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,507.666257487783,0.07888861808432855,0.0732281924516822,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,508.0933483402148,0.07756345177664975,0.07337805066683116,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,508.5204284658914,0.07809569608078866,0.07352799468388328,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,508.9474978648129,0.07751374611522832,0.07368217256452338,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,509.3745565369791,0.0776,0.07383689783461829,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,509.8016044823902,0.07744257636751126,0.07399419210720382,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,510.2286417010461,0.07830508474576271,0.07415376206370562,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,510.6556681929468,0.07766136576239477,0.07431391028742358,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,511.08268395809233,0.07810628916221862,0.07447655855607696,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,511.5096889964827,0.07837675812773807,0.07463933054789913,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,511.93668330811784,0.07860773986718571,0.07480332839227212,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,512.3636668929978,0.07871026339691191,0.07496774224416668,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,512.7906397511226,0.07891427278896178,0.07513310553189213,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,513.2176018824922,0.07856115107913669,0.07529971877126519,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,513.6445532871066,0.07895041138536804,0.07546660366742572,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,514.0714939649658,0.07883314917127072,0.07563598126198652,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,514.4984239160699,0.07813667325862449,0.07580550646716061,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,514.9253431404188,0.07827826086956523,0.07597726274791404,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,515.3522516380125,0.078119879258301,0.07615013772885955,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,515.7791494088509,0.07769412776941279,0.07632430680306869,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,516.2060364529343,0.07778440562420112,0.07650111530592316,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
36,516.6329127702625,0.07809000633847454,0.0766780990528239,0.006781476059273942,Cu,40.396146669983864,sphere,Cu2O,sphere,0.0,CuO,sphere,0.0,1.0
