spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_matrix_fraction,layer_2_matrix,layer_2_thickness_nm,layer_2_matrix_shape,layer_2_inc_1_material,layer_2_inc_1_shape,layer_2_inc_1_fraction,layer_2_matrix_fraction,layer_3_matrix,layer_3_thickness_nm,layer_3_matrix_shape,layer_3_matrix_fraction
36,465.75931846007023,0.09211155378486056,0.06638614217212567,0.006301281269779745,Cu,38.729304656386375,sphere,1.0,Cu,2.3747466802597046,sphere,Cu2O,chain,0.27897144586313516,0.7210285541368648,CuO,0.0,sphere,1.0
36,466.18746053451,0.09111111111111113,0.0664801902888605,0.006301281269779745,Cu,38.729304656386375,sphere,1.0,Cu,2.3747466802597046,sphere,Cu2O,chain,0.27897144586313516,0.7210285541368648,CuO,0.0,sphere,1.0
36,466.6155918821946,0.09123595505617979,0.06648831858412169,0.006301281269779745,Cu,38.729304656386375,sphere,1.0,Cu,2.3747466802597046,sphere,Cu2O,chain,0.27897144586313516,0.7210285541368648,CuO,0.0,sphere,1.0
36,467.0437125031241,0.09111969111969113,0.06649641714800489,0.006301281269779745,Cu,38.729304656386375,sphere,1.0,Cu,2.3747466802597046,sphere,Cu2O,chain,0.27897144586313516,0.7210285541368648,CuO,0.0,sphere,1.0
36,467.47182239729835,0.0915472936030618,0.0665051907786597,0.006301281269779745,Cu,38.729304656386375,sphere,1.0,Cu,2.3747466802597046,sphere,Cu2O,chain,0.27897144586313516,0.7210285541368648,CuO,0.0,sphere,1.0
36,467.8999215647174,0.09161430119176599,0.06651388570139931,0.006301281269779745,Cu,38.729304656386375,sphere,1.0,Cu,2.3747466802597046,sphere,Cu2O,chain,0.27897144586313516,0.7210285541368648,CuO,0.0,sphere,1.0
36,468.32801000538126,0.09313240043057051,0.0665228701472471,0.006301281269779745,Cu,38.729304656386375,sphere,1.0,Cu,2.3747466802597046,sphere,Cu2O,chain,0.27897144586313516,0.7210285541368648,CuO,0.0,sphere,1.0
36,468.75608771928995,0.09170111287758348,0.06653194063842519,0.006301281269779745,Cu,38.729304656386375,sphere,1.0,Cu,2.3747466802597046,sphere,Cu2O,chain,0.27897144586313516,0.7210285541368648,CuO,0.0,sphere,1.0
36,469.1841547064435,0.0911764705882353,0.06654101715826435,0.006301281269779745,Cu,38.729304656386375,sphere,1.0,Cu,2.3747466802597046,sphere,Cu2O,chain,0.27897144586313516,0.7210285541368648,CuO,0.0,sphere,1.0
36,469.6122109668418,0.0907327141382869,0.06655019455629888,0.006301281269779745,Cu,38.729304656386375,sphere,1.0,Cu,2.3747466802597046,sphere,Cu2O,chain,0.27897144586313516,0.7210285541368648,CuO,0.0,sphere,1.0
36,470.040256500485,0.09051662404092072,0.06655929266151502,0.006301281269779745,Cu,38.729304656386375,sphere,1.0,Cu,2.3747466802597046,sphere,Cu2O,chain,0.27897144586313516,0.7210285541368648,CuO,0.0,sphere,1.0
