spectrum,wavelength_nm,T_exp,T_fit,RMSE,material_1_name,material_1_thickness_nm,material_1_shape,material_1_volume_fraction,inclusion_1_name,inclusion_1_shape,inclusion_1_volume_fraction,material_2_name,material_2_thickness_nm,material_2_shape,material_2_volume_fraction,inclusion_2_name,inclusion_2_shape,inclusion_2_volume_fraction
39,500.4040718028992,0.13244884191589837,0.11627506643483662,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,500.8313450101691,0.13348264277715566,0.11643428844060656,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,501.25860749068386,0.1337338673787272,0.11659721164792826,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,501.6858592444434,0.13383558608464435,0.11676274735731765,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,502.11310027144776,0.1343052794345041,0.11692962597027179,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,502.540330571697,0.13393446228282385,0.11710149665625161,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,502.967550145191,0.1318489412791967,0.11727335910703346,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,503.3947589919298,0.1316131830008673,0.1174505819618795,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,503.82195711191343,0.13069647463456577,0.11762881682685011,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,504.24914450514194,0.13043478260869565,0.11781005189831822,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,504.6763211716152,0.13082133784928027,0.11799468127519257,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,505.10348711133327,0.13173903922802602,0.11817995431743172,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,505.5306423242962,0.13088570835926155,0.11837100122655238,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,505.95778681050393,0.1312590150422419,0.11856208384833444,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,506.3849205699565,0.13169734151329243,0.11875782628352813,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,506.81204360265383,0.13177189409368636,0.11895536506506016,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,507.239155908596,0.13248123351592614,0.11915520675507603,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,507.666257487783,0.13333333333333333,0.11935922544648413,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,508.0933483402148,0.13322567622123538,0.11956331122072172,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,508.5204284658914,0.13309280416917219,0.11977371520970953,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,508.9474978648129,0.13389121338912133,0.11998432040790033,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,509.3745565369791,0.1344854986094557,0.12019888572405317,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,509.8016044823902,0.1336866902237927,0.12041603352503398,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,510.2286417010461,0.13345022404052212,0.12063422949771005,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,510.6556681929468,0.1349036402569593,0.12085559018683979,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,511.08268395809233,0.13283352556708958,0.12107705947720608,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,511.5096889964827,0.13142423667741324,0.1213005187760591,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,511.93668330811784,0.13149442660117136,0.12152438789684078,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,512.3636668929978,0.13217097862767155,0.12174983108893646,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,512.7906397511226,0.13271547729379055,0.12197689658339948,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,513.2176018824922,0.1342071257153406,0.12220454043551437,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,513.6445532871066,0.1337252020573108,0.12243560709972837,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,514.0714939649658,0.1339155749636099,0.12266681417846276,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,514.4984239160699,0.1351204491939866,0.12290155804521888,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,514.9253431404188,0.13505228993869456,0.12313759665834356,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,515.3522516380125,0.13433369060378705,0.12337579959741961,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,515.7791494088509,0.13526912181303116,0.12361749731603122,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,516.2060364529343,0.13595485804972668,0.12385939664258556,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,516.6329127702625,0.13512569832402235,0.12410759267643008,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,517.0597783608354,0.13578965576889812,0.12435598481379946,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,517.4866332246531,0.13608957795004306,0.12460897315559806,0.00396254701196569,Cu,32.52475538942963,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
