spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_matrix_fraction,layer_2_matrix,layer_2_thickness_nm,layer_2_matrix_shape,layer_2_inc_1_material,layer_2_inc_1_shape,layer_2_inc_1_fraction,layer_2_matrix_fraction
51,465.75931846007023,0.07846971307120086,0.08154529545830203,0.005692172794765448,Cu,37.43429413437843,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
51,466.18746053451,0.0784491897622293,0.0816487894605066,0.005692172794765448,Cu,37.43429413437843,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
51,466.6155918821946,0.07800869695606538,0.08165034390620741,0.005692172794765448,Cu,37.43429413437843,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
51,467.0437125031241,0.07829029385574356,0.08165186746778033,0.005692172794765448,Cu,37.43429413437843,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
51,467.47182239729835,0.07794026776519054,0.08165412064190997,0.005692172794765448,Cu,37.43429413437843,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
51,467.8999215647174,0.0782857142857143,0.08165629002025311,0.005692172794765448,Cu,37.43429413437843,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
51,468.32801000538126,0.0784971098265896,0.08165874224660807,0.005692172794765448,Cu,37.43429413437843,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
51,468.75608771928995,0.07916523727844484,0.08166127481242043,0.005692172794765448,Cu,37.43429413437843,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
51,469.1841547064435,0.07833215945907875,0.08166378655133569,0.005692172794765448,Cu,37.43429413437843,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
51,469.6122109668418,0.07800139567341242,0.08166634810577338,0.005692172794765448,Cu,37.43429413437843,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
