spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_matrix_fraction,layer_2_matrix,layer_2_thickness_nm,layer_2_matrix_shape,layer_2_inc_1_material,layer_2_inc_1_shape,layer_2_inc_1_fraction,layer_2_matrix_fraction
36,465.75931846007023,0.09211155378486056,0.06740365560551154,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,466.18746053451,0.09111111111111113,0.06749670292058511,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,466.6155918821946,0.09123595505617979,0.06749925148111022,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,467.0437125031241,0.09111969111969113,0.06750177515848399,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,467.47182239729835,0.0915472936030618,0.0675050013955881,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,467.8999215647174,0.09161430119176599,0.06750815219400914,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,468.32801000538126,0.09313240043057051,0.06751160427071709,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,468.75608771928995,0.09170111287758348,0.06751514950610042,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,469.1841547064435,0.0911764705882353,0.0675187037195317,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,469.6122109668418,0.0907327141382869,0.0675223614925953,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,470.040256500485,0.09051662404092072,0.06752594332751766,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,470.4682913073729,0.09101772151898735,0.0675283481224698,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,470.8963153875057,0.09072000000000001,0.06753062178836097,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,471.3243287408833,0.08941176470588236,0.06753191811340507,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,471.7523313675057,0.08965517241379312,0.06753249121857095,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
36,472.18032326737296,0.08873720136518772,0.06753292941819738,0.0067814712835571455,Cu,40.396197490394115,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
