spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_matrix_fraction,layer_2_matrix,layer_2_thickness_nm,layer_2_matrix_shape,layer_2_inc_1_material,layer_2_inc_1_shape,layer_2_inc_1_fraction,layer_2_matrix_fraction,layer_3_matrix,layer_3_thickness_nm,layer_3_matrix_shape,layer_3_matrix_fraction
51,465.75931846007023,0.07846971307120086,0.07023345899698966,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,466.18746053451,0.0784491897622293,0.0703472119696696,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,466.6155918821946,0.07800869695606538,0.0703967972232049,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,467.0437125031241,0.07829029385574356,0.07044629365167643,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,467.47182239729835,0.07794026776519054,0.07049616626267743,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,467.8999215647174,0.0782857142857143,0.07054591756367513,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,468.32801000538126,0.0784971098265896,0.07059571940706023,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,468.75608771928995,0.07916523727844484,0.0706454762767377,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,469.1841547064435,0.07833215945907875,0.07069510101392662,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,469.6122109668418,0.07800139567341242,0.07074458102420243,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,470.040256500485,0.07806201550387598,0.07079393831322899,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,470.4682913073729,0.07765027322404372,0.07084193108960288,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,470.8963153875057,0.07720226843100189,0.07088973668382874,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,471.3243287408833,0.07784652470871836,0.07093648135944274,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,471.7523313675057,0.0781688277322043,0.07098242720371223,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,472.18032326737296,0.07744058500914078,0.07102815598021904,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,472.60830444048497,0.07760435571687842,0.07107341218581713,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,473.03627488684185,0.07743067199793628,0.07111854456428829,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,473.46423460644354,0.07784560143626572,0.07116416513859525,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,473.89218359929004,0.07826883910386967,0.07120977735393884,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,474.32012186538134,0.07806875631951467,0.07125616205529815,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,474.74804940471745,0.07852502194907815,0.07130342466402016,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,475.1759662172984,0.07913346613545819,0.07135087892040369,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,475.60387230312415,0.07883829682500615,0.07140096463570668,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,476.03176766219474,0.07846698401074088,0.07145092779554262,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,476.45965229451014,0.07937061244250787,0.071503875868298,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,476.88752620007034,0.07900359281437126,0.07155783665486568,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,477.31538937887535,0.07866398199692054,0.07161364140432264,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,477.74324183092523,0.07783073130649139,0.07167277570794021,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,478.17108355621986,0.07804719283970708,0.07173179108996967,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,478.59891455475935,0.07737900908150364,0.0717972347561494,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,479.02673482654365,0.07757686592753459,0.07186260742234486,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,479.45454437157275,0.0778677554723829,0.07193271024311393,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
51,479.88234318984667,0.07875689674586196,0.07200562615947784,0.0029779269830992527,Cu,37.39044451713562,sphere,1.0,Cu,4.297609708271921,sphere,Cu2O,sphere,0.5438641622313298,0.45613583776867017,CuO,6.3069743840023875,sphere,1.0
