spectrum,wavelength_nm,T_exp,T_fit,RMSE,material_1_name,material_1_thickness_nm,material_1_shape,material_1_volume_fraction,inclusion_1_name,inclusion_1_shape,inclusion_1_volume_fraction,material_2_name,material_2_thickness_nm,material_2_shape,material_2_volume_fraction,inclusion_2_name,inclusion_2_shape,inclusion_2_volume_fraction
39,500.4040718028992,0.13244884191589837,0.11641119127713626,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,500.8313450101691,0.13348264277715566,0.11657052057856135,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,501.25860749068386,0.1337338673787272,0.11673355438286098,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,501.6858592444434,0.13383558608464435,0.116899202995961,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,502.11310027144776,0.1343052794345041,0.11706619562971192,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,502.540330571697,0.13393446228282385,0.11723818468389274,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,502.967550145191,0.1318489412791967,0.1174101654143206,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,503.3947589919298,0.1316131830008673,0.11758751109189908,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,503.82195711191343,0.13069647463456577,0.1177658695642405,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,504.24914450514194,0.13043478260869565,0.11794723067139545,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,504.6763211716152,0.13082133784928027,0.1181319888373243,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,505.10348711133327,0.13173903922802602,0.11831739109737076,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,505.5306423242962,0.13088570835926155,0.1185085718301829,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,505.95778681050393,0.1312590150422419,0.11869978820052153,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,506.3849205699565,0.13169734151329243,0.11889566796562033,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,506.81204360265383,0.13177189409368636,0.11909334538609591,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,507.239155908596,0.13248123351592614,0.11929332737059753,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,507.666257487783,0.13333333333333333,0.11949748944108626,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,508.0933483402148,0.13322567622123538,0.11970171852736994,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,508.5204284658914,0.13309280416917219,0.11991227039389188,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,508.9474978648129,0.13389121338912133,0.12012302349408548,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
39,509.3745565369791,0.1344854986094557,0.12033773942551003,0.003963681064265551,Cu,32.50612412765622,sphere,1.0,,,,Cu2O,0.001,sphere,1.0,CuO,sphere,0.0
