spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_matrix_fraction,layer_2_matrix,layer_2_thickness_nm,layer_2_matrix_shape,layer_2_matrix_fraction,layer_3_matrix,layer_3_thickness_nm,layer_3_matrix_shape,layer_3_matrix_fraction
46,465.75931846007023,0.08052094332981345,0.0737047542083634,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,466.18746053451,0.08112379280070238,0.07382048904545183,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,466.6155918821946,0.08100261096605745,0.07386822278837132,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,467.0437125031241,0.08103110500085926,0.07391585509144287,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,467.47182239729835,0.08145801396695623,0.0739638395787239,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,467.8999215647174,0.08026823134953898,0.07401169083727833,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,468.32801000538126,0.0804116865869854,0.07405954575278545,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,468.75608771928995,0.08028904582033175,0.07410732801355628,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,469.1841547064435,0.08007782101167316,0.07415493774204812,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,469.6122109668418,0.08083682008368201,0.07420233050743626,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,470.040256500485,0.08081828352245486,0.07424958841184179,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,470.4682913073729,0.08015099087763447,0.0742953805210727,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,470.8963153875057,0.08004961240310078,0.07434096856816791,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,471.3243287408833,0.0797914110429448,0.07438546235383202,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,471.7523313675057,0.07922937989163156,0.07442912975471344,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,472.18032326737296,0.07934582218257509,0.07447257191152938,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,472.60830444048497,0.07957371225577264,0.07451554478253788,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,473.03627488684185,0.07968379446640318,0.07455838137732738,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,473.46423460644354,0.08017406440382943,0.07460175785915503,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
46,473.89218359929004,0.08017266187050359,0.07464512557947901,0.00447163691665447,Cu,39.1656022942625,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,9.327654024586082,sphere,1.0
