300	1.618746919	2.54E-06		
322	1.609653803	5.00E-07		
344	1.602573286	1.15E-07		
366	1.596928358	3.44E-08		
388	1.592340549	1.58E-08		
410	1.588551368	1.31E-08		
432	1.585378418	1.51E-08		
454	1.58268949	1.49E-08		
476	1.580386558	1.41E-08		
498	1.578395519	1.29E-08		
520	1.576659409	1.07E-08		
542	1.575133787	8.78E-09		
564	1.573783528	8.94E-09		
586	1.572580547	9.35E-09		
608	1.571502149	9.70E-09		
630	1.570529824	1.01E-08		
652	1.56964834	1.05E-08		
674	1.568845069	9.45E-09		
696	1.568109462	6.80E-09		
718	1.567432647	6.72E-09		
740	1.566807122	6.80E-09		
762	1.5662265	6.95E-09		
784	1.565685318	7.16E-09		
806	1.56517888	7.43E-09		
828	1.564703128	7.74E-09		
850	1.564254544	8.11E-09		
872	1.56383006	8.52E-09		
894	1.563426996	8.98E-09		
916	1.563042997	9.48E-09		
938	1.56267599	1.00E-08		
960	1.562324142	1.06E-08		
982	1.561985827	1.12E-08		
1004	1.561659602	1.18E-08		
1026	1.561344177	1.25E-08		
1048	1.561038399	1.31E-08		
1070	1.560741236	1.39E-08		
1092	1.560451758	1.47E-08		
1114	1.560169128	1.57E-08		
1136	1.55989259	1.68E-08		
1158	1.559621459	1.81E-08		
1180	1.559355115	1.96E-08		
1202	1.559092992	2.13E-08		
1224	1.558834576	2.31E-08		
1246	1.558579398	2.51E-08		
1268	1.558327027	2.73E-08		
1290	1.558077071	2.96E-08		
1312	1.557829168	3.22E-08		
1334	1.557582985	3.49E-08		
1356	1.557338216	3.79E-08		
1378	1.557094579	4.10E-08		
1400	1.556851813	4.44E-08		
1422	1.556609675	4.80E-08		
1444	1.55636794	5.17E-08		
1466	1.556126402	5.57E-08		
1488	1.555884864	6.00E-08		
1510	1.555643147	6.44E-08		
1532	1.555401081	6.91E-08		
1554	1.555158509	7.56E-08		
1576	1.554915283	8.50E-08		
1598	1.554671264	9.72E-08		
1620	1.554426321	1.12E-07		
1642	1.554180333	1.30E-07		
1664	1.553933183	1.50E-07		
1686	1.553684763	1.72E-07		
1708	1.553434969	1.97E-07		
1730	1.553183704	2.24E-07		
1752	1.552930876	2.53E-07		
1774	1.552676396	2.84E-07		
1796	1.552420182	3.18E-07		
1818	1.552162153	3.53E-07		
1840	1.551902234	3.90E-07		
1862	1.551640352	4.28E-07		
1884	1.551376438	4.69E-07		
1906	1.551110425	5.10E-07		
1928	1.55084225	5.54E-07		
1950	1.550571851	5.98E-07		
1972	1.550299169	6.44E-07		
1994	1.550024147	6.96E-07		
2016	1.54974673	7.58E-07		
2038	1.549466865	8.30E-07		
2060	1.549184501	9.10E-07		
2082	1.548899587	9.99E-07		
2104	1.548612076	1.10E-06		
2126	1.548321919	1.20E-06		
2148	1.54802907	1.31E-06		
2170	1.547733486	1.43E-06		
2192	1.547435122	1.55E-06		
2214	1.547133935	1.69E-06		
2236	1.546829883	1.82E-06		
2258	1.546522926	1.96E-06		
2280	1.546213022	2.11E-06		
2302	1.545900132	2.26E-06		
2324	1.545584216	2.41E-06		
2346	1.545265237	2.58E-06		
2368	1.544943155	2.78E-06		
2390	1.544617934	2.99E-06		
2412	1.544289536	3.23E-06		
2434	1.543957925	3.48E-06		
2456	1.543623063	3.74E-06		
2478	1.543284915	4.01E-06		
2500	1.542943444	4.28E-06		
