spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_matrix_fraction,layer_2_matrix,layer_2_thickness_nm,layer_2_matrix_shape,layer_2_inc_1_material,layer_2_inc_1_shape,layer_2_inc_1_fraction,layer_2_matrix_fraction,layer_3_matrix,layer_3_thickness_nm,layer_3_matrix_shape,layer_3_matrix_fraction
49,465.75931846007023,0.11825726141078838,0.10881010687523815,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,466.18746053451,0.11815616180620885,0.10893085436592578,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,466.6155918821946,0.11759207328472612,0.10893180505271678,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,467.0437125031241,0.11796296296296296,0.10893270959344722,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,467.47182239729835,0.11917382562602814,0.10893433031342492,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,467.8999215647174,0.11872394417255755,0.10893585175970248,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,468.32801000538126,0.11761537080265756,0.1089375742914839,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,468.75608771928995,0.11916636978981118,0.10893933219996607,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,469.1841547064435,0.11918656056587092,0.108940991509567,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,469.6122109668418,0.11844420978528687,0.10894255332099782,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,470.040256500485,0.11965065502183406,0.10894401593554964,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,470.4682913073729,0.12095664143152099,0.10894367740686235,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,470.8963153875057,0.1198508221732497,0.10894315441716235,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,471.3243287408833,0.11905559276624246,0.10894127975909307,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,471.7523313675057,0.11901210011602852,0.10893840660813787,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,472.18032326737296,0.11730013106159895,0.10893534295075147,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,472.60830444048497,0.11675868788567717,0.10893182571901093,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,473.03627488684185,0.11629032258064516,0.10892821552231603,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,473.46423460644354,0.11712,0.10892555574351535,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,473.89218359929004,0.11657414750198256,0.10892299863689192,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,474.32012186538134,0.11643620364550597,0.10892173208540985,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,474.74804940471745,0.1155465460782785,0.10892191715724205,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,475.1759662172984,0.1157471797249266,0.10892247934952133,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
49,475.60387230312415,0.11534342970781704,0.10892709117422361,0.002684740922614415,Cu,32.950514286756516,sphere,1.0,Cu,0.0,sphere,Cu2O,sphere,0.0,1.0,CuO,0.211101233959198,sphere,1.0
