spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_matrix_fraction,layer_2_matrix,layer_2_thickness_nm,layer_2_matrix_shape,layer_2_inc_1_material,layer_2_inc_1_shape,layer_2_inc_1_fraction,layer_2_matrix_fraction
49,465.75931846007023,0.0662240663900415,0.062289312878585065,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,466.18746053451,0.06616745061147696,0.062378222128622096,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,466.6155918821946,0.06585156103944663,0.06238112290633606,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,467.0437125031241,0.06605925925925926,0.062384000915021776,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,467.47182239729835,0.06673734235057577,0.06238756608727265,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,467.8999215647174,0.06648540873663224,0.06239105917369723,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,468.32801000538126,0.06586460764948825,0.062394856398310924,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,468.75608771928995,0.06673316708229426,0.06239874990490925,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,469.1841547064435,0.06674447391688772,0.06240266168461349,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,469.6122109668418,0.06632875747976065,0.06240669295284606,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,470.040256500485,0.06700436681222707,0.062410651606028315,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,470.4682913073729,0.06773571920165176,0.06241351255686058,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,470.8963153875057,0.06711646041701984,0.06241624949949771,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,471.3243287408833,0.06667113194909578,0.06241806180005896,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,471.7523313675057,0.06664677606497597,0.0624191896377309,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,472.18032326737296,0.06568807339449542,0.06242018989892631,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,472.60830444048497,0.06538486521597922,0.06242090307592702,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,473.03627488684185,0.0651225806451613,0.062421547855273374,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,473.46423460644354,0.06558720000000001,0.06242289094477635,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,473.89218359929004,0.06528152260111024,0.062424309221885674,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,474.32012186538134,0.06520427404148335,0.06242664799809166,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,474.74804940471745,0.06470606580383596,0.06243002237492409,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,475.1759662172984,0.0648184206459589,0.06243366175172451,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,475.60387230312415,0.06459232063637754,0.062440171011472465,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,476.03176766219474,0.06434439896922844,0.062446606097791194,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,476.45965229451014,0.06402157626610729,0.062456232759112947,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,476.88752620007034,0.06433333333333334,0.0624669733566686,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,477.31538937887535,0.0649083382613838,0.06247968172933186,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,477.74324183092523,0.06453045129253689,0.06249589900565641,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
49,478.17108355621986,0.06422388920946337,0.06251203433531789,0.004851537219127256,Cu,41.62097746506333,sphere,1.0,Cu2O,0.0,sphere,CuO,sphere,0.0,1.0
