spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_matrix_fraction,layer_2_matrix,layer_2_thickness_nm,layer_2_matrix_shape,layer_2_inc_1_material,layer_2_inc_1_shape,layer_2_inc_1_fraction,layer_2_matrix_fraction,layer_3_matrix,layer_3_thickness_nm,layer_3_matrix_shape,layer_3_matrix_fraction
49,465.75931846007023,0.07095435684647303,0.061618856228912916,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
49,466.18746053451,0.07089369708372531,0.06171600923307364,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
49,466.6155918821946,0.07055524397083567,0.061742844920189194,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
49,467.0437125031241,0.07077777777777777,0.0617696257950569,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
49,467.47182239729835,0.07150429537561688,0.061796929250250515,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
49,467.8999215647174,0.07123436650353453,0.061824137854906425,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
49,468.32801000538126,0.07056922248159453,0.06185153400429968,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
49,468.75608771928995,0.0714998218738867,0.06187896150988436,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
49,469.1841547064435,0.07151193633952255,0.061906345527139126,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
49,469.6122109668418,0.07106652587117213,0.06193374324825886,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
49,470.040256500485,0.07179039301310043,0.06196104540381346,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
49,470.4682913073729,0.07257398485891259,0.06198720728418572,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
49,470.8963153875057,0.07191049330394982,0.062013220222558875,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
49,471.3243287408833,0.07143335565974547,0.06203829428942298,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
49,471.7523313675057,0.0714072600696171,0.062062666076857814,0.003153686202963051,Cu,38.64923541713506,sphere,1.0,Cu,4.580760038457811,sphere,Cu2O,sphere,0.3762979116290808,0.6237020883709192,CuO,2.906101105734706,sphere,1.0
