spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_matrix_fraction,layer_2_matrix,layer_2_thickness_nm,layer_2_matrix_shape,layer_2_matrix_fraction,layer_3_matrix,layer_3_thickness_nm,layer_3_matrix_shape,layer_3_matrix_fraction
49,465.75931846007023,0.0662240663900415,0.06327619308535913,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,466.18746053451,0.06616745061147696,0.06336591748448266,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,466.6155918821946,0.06585156103944663,0.06336875106286063,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,467.0437125031241,0.06605925925925926,0.06337156146642688,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,467.47182239729835,0.06673734235057577,0.063375062259024,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,467.8999215647174,0.06648540873663224,0.06337849030342589,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,468.32801000538126,0.06586460764948825,0.0633822221071222,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,468.75608771928995,0.06673316708229426,0.06338604965870716,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,469.1841547064435,0.06674447391688772,0.06338989375725057,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,469.6122109668418,0.06632875747976065,0.06339385443055148,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,470.040256500485,0.06700436681222707,0.06339774183143607,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,470.4682913073729,0.06773571920165176,0.06340051615610894,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,470.8963153875057,0.06711646041701984,0.06340316507999265,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,471.3243287408833,0.06667113194909578,0.06340487905093717,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,471.7523313675057,0.06664677606497597,0.06340590097394332,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,472.18032326737296,0.06568807339449542,0.06340679388758041,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,472.60830444048497,0.06538486521597922,0.06340739604761465,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,473.03627488684185,0.0651225806451613,0.06340792920586007,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,473.46423460644354,0.06558720000000001,0.06340916749924444,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,473.89218359929004,0.06528152260111024,0.0634104817695117,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,474.32012186538134,0.06520427404148335,0.06341272608116591,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,474.74804940471745,0.06470606580383596,0.06341601671367544,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,475.1759662172984,0.0648184206459589,0.06341957521310793,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,475.60387230312415,0.06459232063637754,0.0634260336036827,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,476.03176766219474,0.06434439896922844,0.06343241714261835,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,476.45965229451014,0.06402157626610729,0.0634420258458911,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,476.88752620007034,0.06433333333333334,0.0634527602667454,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
49,477.31538937887535,0.0649083382613838,0.06346548327941959,0.004911803354704405,Cu,41.37711584568024,sphere,1.0,Cu2O,0.0,sphere,1.0,CuO,0.0,sphere,1.0
