spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_matrix_fraction,layer_2_matrix,layer_2_thickness_nm,layer_2_matrix_shape,layer_2_inc_1_material,layer_2_inc_1_shape,layer_2_inc_1_fraction,layer_2_inc_2_material,layer_2_inc_2_shape,layer_2_inc_2_fraction,layer_2_matrix_fraction
49,465.75931846007023,0.07095435684647303,0.06636502635807989,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,466.18746053451,0.07089369708372531,0.06646400320152605,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,466.6155918821946,0.07055524397083567,0.06648556984663452,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,467.0437125031241,0.07077777777777777,0.06650707990476863,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,467.47182239729835,0.07150429537561688,0.06652917140895542,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,467.8999215647174,0.07123436650353453,0.06655116223716445,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,468.32801000538126,0.07056922248159453,0.06657337396912366,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,468.75608771928995,0.0714998218738867,0.06659562897525625,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,469.1841547064435,0.07151193633952255,0.06661784919724202,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,469.6122109668418,0.07106652587117213,0.06664010801184944,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,470.040256500485,0.07179039301310043,0.06666226593500942,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,470.4682913073729,0.07257398485891259,0.06668324740861106,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,470.8963153875057,0.07191049330394982,0.06670407351754562,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,471.3243287408833,0.07143335565974547,0.06672392213085035,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,471.7523313675057,0.0714072600696171,0.06674303966332408,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,472.18032326737296,0.07038007863695937,0.06676198831007243,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,472.60830444048497,0.0700552127314063,0.06678057631951792,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,473.03627488684185,0.0697741935483871,0.06679906620417116,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,473.46423460644354,0.070272,0.06681816659068182,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,473.89218359929004,0.06994448850118953,0.06683730210963822,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,474.32012186538134,0.06986172218730358,0.06685729087984431,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
49,474.74804940471745,0.06932792764696709,0.06687824413135002,0.00376206571674956,Cu,38.31403521075845,sphere,1.0,Cu,6.229118447750807,sphere,Cu2O,sphere,0.1657311809831299,CuO,sphere,0.5483154079411179,0.28595341107575223
