spectrum,wavelength_nm,T_exp,T_fit,RMSE,layer_1_matrix,layer_1_thickness_nm,layer_1_matrix_shape,layer_1_matrix_fraction,layer_2_matrix,layer_2_thickness_nm,layer_2_matrix_shape,layer_2_inc_1_material,layer_2_inc_1_shape,layer_2_inc_1_fraction,layer_2_inc_2_material,layer_2_inc_2_shape,layer_2_inc_2_fraction,layer_2_matrix_fraction
49,465.75931846007023,0.07095435684647303,0.039073932249027526,0.020716622718741827,Cu,46.23462073504925,sphere,1.0,Cu,10.634043296799064,sphere,Cu2O,chain,0.18952682633062068,CuO,chain,0.6339575791498646,0.1765155945195147
49,466.18746053451,0.07089369708372531,0.039151544659752686,0.020716622718741827,Cu,46.23462073504925,sphere,1.0,Cu,10.634043296799064,sphere,Cu2O,chain,0.18952682633062068,CuO,chain,0.6339575791498646,0.1765155945195147
49,466.6155918821946,0.07055524397083567,0.03917992535110923,0.020716622718741827,Cu,46.23462073504925,sphere,1.0,Cu,10.634043296799064,sphere,Cu2O,chain,0.18952682633062068,CuO,chain,0.6339575791498646,0.1765155945195147
49,467.0437125031241,0.07077777777777777,0.039208255799645104,0.020716622718741827,Cu,46.23462073504925,sphere,1.0,Cu,10.634043296799064,sphere,Cu2O,chain,0.18952682633062068,CuO,chain,0.6339575791498646,0.1765155945195147
49,467.47182239729835,0.07150429537561688,0.039237009114941684,0.020716622718741827,Cu,46.23462073504925,sphere,1.0,Cu,10.634043296799064,sphere,Cu2O,chain,0.18952682633062068,CuO,chain,0.6339575791498646,0.1765155945195147
49,467.8999215647174,0.07123436650353453,0.039265679899449756,0.020716622718741827,Cu,46.23462073504925,sphere,1.0,Cu,10.634043296799064,sphere,Cu2O,chain,0.18952682633062068,CuO,chain,0.6339575791498646,0.1765155945195147
49,468.32801000538126,0.07056922248159453,0.039294528144818534,0.020716622718741827,Cu,46.23462073504925,sphere,1.0,Cu,10.634043296799064,sphere,Cu2O,chain,0.18952682633062068,CuO,chain,0.6339575791498646,0.1765155945195147
49,468.75608771928995,0.0714998218738867,0.03932341039980638,0.020716622718741827,Cu,46.23462073504925,sphere,1.0,Cu,10.634043296799064,sphere,Cu2O,chain,0.18952682633062068,CuO,chain,0.6339575791498646,0.1765155945195147
49,469.1841547064435,0.07151193633952255,0.039352279165674464,0.020716622718741827,Cu,46.23462073504925,sphere,1.0,Cu,10.634043296799064,sphere,Cu2O,chain,0.18952682633062068,CuO,chain,0.6339575791498646,0.1765155945195147
49,469.6122109668418,0.07106652587117213,0.039381211360852666,0.020716622718741827,Cu,46.23462073504925,sphere,1.0,Cu,10.634043296799064,sphere,Cu2O,chain,0.18952682633062068,CuO,chain,0.6339575791498646,0.1765155945195147
